神話.PicaM2U.0	4.0	8.7	13.5
Elúltimobaile.Θ.0	4.5	9.5	14.1
Trojan.litmus.0	5.5	10.8	15.0
TemporalShifting.LureRabbitVC.0	4.0	11.5	15.2
Adastraperaspera.RabbitHouse.0	6.5	12.1	16.3
Ajourneytothemoonlight.Yesod.0	4.5	10.7	14.5
RainyHeart.BelieverInYou阿卡姆巫师.0	4.0	9.4	12.9
Realms.HinkikAHimitsu.0	3.5	10.2	13.8
ぱぴぷぴぷぴぱ.ころねぽちWith立秋.0	5.0	12.3	15.9
TriumphRegret.typeMARS.0	5.0	10.0	15.0
SATELLITE.かめりあ.0	5.0	9.9	14.3	16.2
DancewithSilence.かめりあ.0	7.0	10.9	15.2
LabyrinthinKowloonWalledWorld.かめりあ.0	6.0	11.4	15.6
ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0	5.5	10.6	15.8
ERABYECONNEC10N.かめりあ.0	5.5	11.6	16.3	17.3
DiamondEyes.SYNTHETIC.0	3.5	6.5	13.4
Bitterblossom.imvi.0	2.5	9.5	13.5
SilenceisGoldenSpeechisGolden.NIWASHI.0	5.0	9.3	15.6
FracturedAngel.DJRaisei.0	4.0	10.9	16.3
JourneywithYou.Iris.0	5.0	10.0	13.7
SecretIllumination.Yooh.0	5.0	10.2	14.7
InvertedWorld.ARForest.0	5.5	11.2	15.5
月詠に鳴る.Feryquitousfeat藍月なくる.0	6.0	11.4	14.5	15.7
TECHNOPOLIS2085.PRASTIKDANCEFLOOR.0	5.0	10.2	14.1	15.9
祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0	7.0	13.2	16.4	17.3
bye.DingerBox.0	4.0	9.1	14.8
聖夜讃歌.A39沙包P.0	4.5	10.1	15.2
ストレイソウルアラウンド.みーに.0	6.0	9.8	14.3
ManifoldHypothesis.cybermisofeattigerlily.0	4.0	9.1	14.6
KMoeVIP.ZxNX.0	3.0	8.4	15.9
GVNGlitterVomitusandNeon.SaltySaltUnfold33.0	5.0	9.7	15.8
CrushBETA.shadow_bling.0	4.0	10.5	15.1
BrokenSky.JungoMAX3feat刘佳宜Snow幻影刃shadow.0	3.0	8.6	13.2
BRAINHACKER.SOMON.0	4.5	9.3	14.8
Xenolith.Tatsh.0	4.0	8.5	14.2
ArtificialExistence.JunKuroda.0	3.5	9.3	14.7
IndelibleScar.Noah.0	7.0	11.5	15.3	16.5
Antithese.Blacklolita.0	4.5	10.8	15.4	16.4
PRAGMATISMRESURRECTION.Laur.0	7.5	12.9	16.0	16.6
ShineAfter.ADeanJocularACE.0	4.0	9.7	14.6
Bloom.targ麻团qwq.0	3.5	11.2	14.9
幽世桔梗.Capchiifeatまるもこ.0	4.5	10.1	14.8
千紫万紅.r0yvsWABI.0	4.5	12.1	15.5
明鏡烈火.MUEvsRekuMochizuki.0	6.0	11.1	15.9
今天不是明天.PIKASONICfeat兰音Reine.0	2.5	8.3	13.4
Cuvism.Fl00tvsHalv.0	3.0	12.2	13.9	16.8
iLArtifact.Link0.0	5.5	10.5	15.7
atruthseekerCommunicationwithUtopiawillbelost.kuro.0	6.5	12.4	15.8
BoundedQuietude.FiniteLimitvsSiLiS.0	7.0	7.5	16.2
君往何处QuoVadis.M2U.0	4.0	8.6	14.1
暗夜苏醒REANIMATE.Warak.0	5.0	12.8	15.3
Grimheart.Puru.0	3.0	8.9	13.8
Thrashforce.KAHvsE0ri4.0	4.5	10.7	15.3
Originally.SNKSMizku.0	1.0	9.3	14.5
黄金之城GOLDTOWN.Memme.0	2.0	10.2	14.7
双重间谍DoubleAgent.WAVAV.0	4.5	11.8	15.7
幻影鬼魅PLEASE.R300K.0	5.5	9.6	15.2	17.0
Schadenfreude.ZxNX.0	4.5	10.6	15.1
Letempsperdu.Daison.0	4.0	9.0	12.5
FixationsTowardtheStars.Foodbot.0	3.5	10.9	14.5
valorstarcross.LundyvsWyvren.0	6.5	12.6	15.8
CometFeat符白牙.CNHKSS.0	3.0	10.5	13.7
白と黒のバケモノ.テヅカ.0	4.0	11.4	15.9
Devotion.Connexio.0	4.5	9.6	13.7
KirakiraNoelStory.RekuMochizuki.0	4.0	10.2	14.2
Shelter.MeatyRabbitNceS.0	3.5	8.8	13.2
蝎虎天体Lacertid.CreamvsDaily天利.0	4.5	10.8	15.5
贝多芬祝福BeethovenBlessing.Nauts.0	5.0	10.8	15.0
インマイマインド.レシオP.0	1.5	9.2	12.2
ニライカナイNiraicA_naiMix.roopfromSTR.0	3.0	8.3	13.5
SwingSkipDrop.ミハイル.0	4.5	9.1	15.5
宇宙残骸少女CosmicDustyGirl.辻原一郎.0	6.0	10.2	13.7
Resolver.Gomadare.0	3.0	8.4	14.4
LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0	5.0	10.7	15.2
KIZUNAResolution.TAG.0	8.0	13.4	16.4
AbsoluTedisoRdeR.AcuteDisarray.0	6.5	12.4	16.3	17.2
AphroditesChildshortver.RUQOA.0	3.5	8.1	13.3
DevIAtiOnshortver.polysha.0	4.5	11.1	15.7
NOx.Juggernaut.0	4.5	10.3	16.1
Aliceinaxxxxxxxx.Nagiha.0	5.0	9.5	15.8
Radiance.Nhato.0	3.5	11.9	14.0	15.6
DiamondDust.MasahiroGodspeedAoki.0	5.0	10.8	15.3	16.7
StardustRAY.kanonevsBlackY.0	6.0	12.5	16.5	17.2
FrozenHeart.A39沙包P.0	5.0	10.6	14.6
Helios.NOABotaNya.0	5.5	9.0	14.1
FlutterEcho.Cansol.0	3.5	9.8	14.9
Rebirth.ああああ.0	6.0	12.3	15.4
AvataarReincarnationofKalpa.ScarletteakaCrYmson.0	2.0	8.2	13.4	16.6
雪降り雪が降っている.AiSSw夜輪ft結月ゆかり.0	1.5	7.5	12.0	14.0
RetributionCycleofRedemption.ArdolfvsDaily天利.0	6.0	11.3	16.2
アンビバレンス.すりぃ相沢.0	3.5	8.7	14.1
Komplexe.雄之助featSennzai.0	4.0	9.6	14.3
slips.rintarosoma.0	7.5	12.8	15.8	16.8
QZKagoRequiem.tpazolite.0	7.0	13.3	16.4	17.4
SolaggyfeatUzumaki.ShrimpCatsはぁち後藤涼輔.0	5.0	9.5	14.8
000AinSophAur.Yumeji.0	2.5	8.4	14.4
Xepion.Acotto.0	2.5	9.8	14.8
Archidoxen.Se_IRA.0	4.0	10.0	15.6
百鬼夜行.SaladSavior.0	4.5	10.1	15.8
BANGINGSTRIKE.DewPleiades.0	5.0	10.2	16.0	16.9
TheWholeRest.KIVΛ.0	5.0	9.6	13.6
Cristalisia.onoken.0	4.0	10.4	14.5
Hydra.JamesLandinoXAkiraComplex.0	6.0	11.6	15.4	17.1
最高傑作.PYKAMIA.0	4.5	9.3	13.9
Locomotive.K.0	3.0	9.7	13.7
Alb.Avans.0	3.5	8.9	14.7
Incyde.YbeLL.0	7.0	12.1	16.2
彩.MisoilePunch.0	6.0	12.5	16.4
Poseidon.1112vsStar.0	6.0	8.8	12.8	16.2
WATER.A39沙包P.0	4.5	9.4	13.6
MiracleForestVIPMix.Rinthlive.0	3.0	7.5	13.1
MOBILYS.Dachs.0	5.5	9.3	14.3
Lyrith迷宮リリス.ユメミド.0	5.0	11.1	16.1	16.5
Demiurge.Rabpit.0	1.5	7.5	11.8
Demonkin.ForgedReigns.0	4.5	9.2	13.8
Re_NascencePsystyleVer.Rinth_live.0	5.5	11.7	14.4
Ark.kanoryo.0	3.5	9.5	15.0	16.5
AfterDawn.S9ryne.0	3.0	10.4	15.3
INFiNiTEENERZYOverdoze.RekuMochizuki.0	6.5	12.3	14.8	16.8
Khalid.Dolphin.0	4.0	8.2	13.1
QuantumHyperspace.D_AAN.0	6.0	11.2	15.0
FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.0	7.0	10.9	15.3
PANICPARADISE.DJSHIONY.0	6.5	11.5	15.4	16.4
ReEndofaDream.umavsモリモリあつし.0	7.5	13.0	15.9	16.9
心の記憶.A39沙包P.0	3.5	9.1	13.3
Spotlight.Ardolf.0	4.5	9.9	14.4
NightTheater.わかどり.0	4.0	10.6	14.3
Ramification.rareguyReina.0	5.0	10.4	14.8
DerRichter.Ωμεγα.0	5.5	11.4	15.6	16.9
ATHAZA.LeaF.0	8.1	12.9	15.7	16.6
Introduction	1.0	0.0	0.0
